message_id,date,sender_id,message
2140,2024-06-06 14:18:26+00:00,-1001432982009,"💥ዛሬ ይጀምራል
#የሞያ_ፈቃዳችሁን_ላላደሳችሁ_CPD training 
👉(RMC)Respectful Maternity Care 🔶15CEU 
#ግንቦት 29/2016 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
🚩Title =(RMC)Respectful Maternity Care🔶15CEU
📳0965412222
📳0941404444
📳0965410000
📳0942404444
📳0462124400
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2139,2024-06-05 14:14:47+00:00,-1001432982009,
2138,2024-06-05 12:45:52+00:00,-1001432982009,"#እሁድ ይጀምራል ፈጥነው ይመዝገቡ!!✈️#Wolega_Nekemte_and_Wollo_Dessie_Ultrasound_Training_This_week!
👉ሰኔ 2 /2016 ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)   
👉እርስዎ ፈጥነው ይመዝገቡ !!#Ethio_American_Medical_Training_Center(#CPD)
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-1. በተመረጡ ሆስፒታሎች
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register
   📞0965410000 Ekram
   ☎️0965412222
   ☎️0914711558  dessie
   ☎️0941404444
   ☎️0942404444
   ☎️ 0941038774 Office    
   ☎️0462124400 Office    
🏃For more info .follow us on telegram :-
t.me/eahci"
2137,2024-06-05 07:15:46+00:00,-1001432982009,"💥ነገ ይጀምራል
#የሞያ_ፈቃዳችሁን_ላላደሳችሁ_CPD training 
👉(RMC)Respectful Maternity Care 🔶15CEU 
#ግንቦት 29/2016 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
🚩Title =(RMC)Respectful Maternity Care🔶15CEU
📳0965412222
📳0941404444
📳0965410000
📳0942404444
📳0462124400
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2136,2024-06-03 13:13:54+00:00,-1001432982009,"✈️#Wolega_Nekemte_and_Wollo_Dessie_Ultrasound_Training_This_week!
👉ሰኔ 2 /2016 ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)   
👉እርስዎ ፈጥነው ይመዝገቡ !!#Ethio_American_Medical_Training_Center(#CPD)
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-1. በተመረጡ ሆስፒታሎች
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register
   📞0965410000 Ekram
   ☎️0965412222
   ☎️0914711558  dessie
   ☎️0941404444
   ☎️0965410000
   ☎️ 0941038774 Office    
   ☎️0462124400 Office    
🏃For more info .follow us on telegram :-
t.me/eahci"
2135,2024-06-02 14:59:57+00:00,-1001432982009,"#የሞያ_ፈቃዳችሁን_ላላደሳችሁ_CPD training 
👉(RMC)Respectful Maternity Care 🔶15CEU 
#ግንቦት 28/2016 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
🚩Title =(RMC)Respectful Maternity Care🔶15CEU
📳0965412222
📳0941404444
📳0965410000
📳0942404444
📳0462124400
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2134,2024-06-01 15:40:15+00:00,-1001432982009,"#💥የግርዛት_ስልጠና_Addis_Ababa
#Circumcision_Skill_Training_@Addis Ababa(Adult & Neonates with Ring )  በቀለበትና ያለቀለበት #ሰኔ 2 /2016  ይሰጣል።(15CEU CPD & Skill)
🔶🔶🔶🔶🔶🔶🔶🔶🔶🔶
👉የግርዛት ክህሎት ስልጠና (በቀለበትና ያለቀለበት - Ring /Without Ring-cut ) ስልጠና 
👉አዘጋጅ-Ethio-American  Health Consultancy & CPD Center.
👉ሰልጣኞች-GP,HO,Nurse,Midwif

   📞Ekram 0965410000

   📞0941404444  Daye

   📞 Office       0965412222

   📞Tinbit       0942404444
   📞 Office       0462124400  

👉ማስታወሻ :-የሰልጣኞች ቁጥር 12 ብቻ መሆኑን እየገለፅን ቀድመው  የተመዘገቡ ብቻ የሚስተናገዱ መሆኑን እናሳውቃለን።
👉Circumcision is our Patented & Accredited Course !
:-t.me/eahci"
2133,2024-06-01 08:46:52+00:00,-1001432982009,
2131,2024-06-01 08:44:02+00:00,-1001432982009," #💥CPD ዛሬ ይጀምራል
#የሞያ_ፈቃድ_ለማሳደስ_CPD_ይመዝገቡ
#Title= NON communicable Disease 🔶15CEU
👉 ግንቦት 24 /2016 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
📱0965410000 Ekram
📱0942404444  Tinbit
📱0941404444   daye
📱0965412222   office 
📳0462124400
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2130,2024-05-31 07:18:04+00:00,-1001432982009,"💥#CPD_አሁን_ይመዝገቡ
#የሞያ_ፈቃድ_ለማሳደስ_CPD_ይመዝገቡ
#Title= NON communicable Disease 🔶15CEU
👉 ግንቦት 24 /2016 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
📱0965410000 Ekram
📱0942404444  Tinbit
📱0941404444   daye
📱0965412222   office 
📳0462124400
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2129,2024-05-30 14:35:02+00:00,-1001432982009,"💥2 ቀን ቀረዉ ፈጥነው ይመዝገቡ!!
👉ነቀምት እና  ደሴ   #Ultrasound_Training-OB&G
👉ግንቦት 25 /2016 ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)   
👉እርስዎ ፈጥነው ይመዝገቡ !!
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-1. በተመረጡ ሆስፒታሎች
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register
   ☎️0965412222
   ☎️0914711558  dessie
   ☎️0941404444
   ☎️0965410000
   ☎️ 0941038774 Office    
   ☎️0462124400 Office    
🏃For more info .follow us on telegram :-
t.me/eahci"
2128,2024-05-30 11:28:25+00:00,-1001432982009,
2127,2024-05-30 11:28:22+00:00,-1001432982009,"#አንድ_ነፃ_CPD_TRAINING_በEthio_American_CPD_Center_and_Consultancy!
✈️ከዚህ ሳምንት  ጀምሮ መርጠው 3 ስልጠና ሲወስዱ አንዱን ነፃ ይወስዳሉ።
1 .#Antimicrobial_Drug_Resistance_Prevention =15CEU
2. #Pain_Management ( 15 CE U)
     OR
3. #Non_Communicable_Disease(15 CEU)
4. #Infection_Prevention_and_Patient safety (IPPS)
5.Emergency Medicine (15 CEU)
✈️#መርጠው_በነፃ_ይሰልጥኑ
💻Participants
✈️All health Professionals Including senior specialists 
✈️Call &  Register 
📞Ekram            0965410000
📞Daye            0941404444
📞Tinbit             0942404444
📞office             0965412222
📞 Office            0462124400


✈️For more info .follow us on telegram :-
t.me/eahci"
2126,2024-05-29 13:50:42+00:00,-1001432982009,"# አዲስአበባ እና ሀዋሳ 
👉Basic  ECG Recording &  Interpretation Training ይጀምራል (+15CEU Certificate )
---------------------------------------------
🔖Organizer - Ethio-American Medical Training center  In Collaboration with hospitals
🔖#Training_Dates (ሰኔ 2 -6/2016)
🔖Trainers(አሰልጣኝ)-Cardiologists
🔖Trainees(ሰልጣኞች)-Doctors ,Anesthesia Professionals , ICU Professionals & Emergency Critical Nurses,HOs.
🔖Registration Dates -Subsequent 6 days 
🔖Call & Register         
   📳 0965412222
   📳 0965410000
   📳0941404444 
   📳 Office  0941038774
   📳 Office        0462124400
👤N.B ECG is Our Accredited & Patented Course .
👤 For more info .follow our Telegram :- t.me/eahci 
t.me/eahci"
2125,2024-05-29 13:08:32+00:00,-1001432982009,
2124,2024-05-29 13:08:32+00:00,-1001432982009,"#💥የግርዛት_ስልጠና_Addis_Ababa
#Circumcision_Skill_Training_@Addis Ababa(Adult & Neonates with Ring )  በቀለበትና ያለቀለበት #ሰኔ 2 /2016  ይሰጣል።(15CEU CPD & Skill)
🔶🔶🔶🔶🔶🔶🔶🔶🔶🔶
👉የግርዛት ክህሎት ስልጠና (በቀለበትና ያለቀለበት - Ring /Without Ring-cut ) ስልጠና 
👉አዘጋጅ-Ethio-American  Health Consultancy & CPD Center.
👉ሰልጣኞች-GP,HO,Nurse,Midwif

   📞Ekram 0965410000

   📞0941404444  Daye

   📞 Office       0965412222

   📞Tinbit       0942404444
   📞 Office       0462124400  

👉ማስታወሻ :-የሰልጣኞች ቁጥር 12 ብቻ መሆኑን እየገለፅን ቀድመው  የተመዘገቡ ብቻ የሚስተናገዱ መሆኑን እናሳውቃለን።
👉Circumcision is our Patented & Accredited Course !
:-t.me/eahci"
2123,2024-05-29 11:23:21+00:00,-1001432982009,"👉Vacancy Announcements(GP)

Organization:- private clinic
Type - full time 
Positions:- Medical doctor(GP)
Minimum Experience: 2 year 
Salary :-Negotiable 
Place- oromia region, shakiso 
Required No: 01
👉Interested applicants  can contact us 
  ☎️0965412222"
2122,2024-05-29 08:10:55+00:00,-1001432982009,"💥ነቀምት , ደሴ እና ባህር ዳር  #Ultrasound_Training-OB&G
👉ግንቦት 25 /2016 ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)   
👉እርስዎ ፈጥነው ይመዝገቡ !!
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-1. በተመረጡ ሆስፒታሎች
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register
   ☎️0965412222
   ☎️0914711558  dessie
   ☎️0941404444
   ☎️0965410000
   ☎️ 0941038774 Office    
   ☎️0462124400 Office    
🏃For more info .follow us on telegram :-
t.me/eahci"
2121,2024-05-28 08:15:31+00:00,-1001432982009," #💥CPD
#የሞያ_ፈቃድ_ለማሳደስ_CPD_ይመዝገቡ
#Title= NON communicable Disease 🔶15CEU
👉 ግንቦት 23  /2016 ይጀመራል ።
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
📱0965410000 Ekram
📱0942404444  Tinbit
📱0941404444   daye
📱0965412222   office 
📳0462124400
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2120,2024-05-27 15:13:53+00:00,-1001432982009,"#የግርዛት_ስልጠና_Adama_ነገ_ይጀምራል_ይመዝገቡ💥#እንዳያመልጥዎ!
#Circumcision_Skill_Training_በቀለበትና_ያለቀለበት ➥  # ግንቦት_19  /2016  ይጀምራል።(15 CEU CPD & Skill)
🔶🔶🔶🔶🔶🔶🔶🔶🔶🔶
👉የግርዛት ክህሎት ስልጠና (በቀለበትና ያለቀለበት )
➩➩➩➩➩➩➩➩➩➩➩➩➩➩
 
    ☎️ 0965410000       Ekram 
    ☎️ 0942404444       Tinbit
    ☎️ 0941404444       Daye
    ☎️ 0965412222       Office 
    ☎️ 0462124400       Office

👉ማስታወሻ :-የሰልጣኞች ቁጥር 12 ብቻ መሆኑን እየገለፅን ቀድመው  የተመዘገቡ ብቻ የሚስተናገዱ መሆኑን እናሳውቃለን።
#We_are_the_only_accredited_centers_to_train_Circumcision_Course_in_Ethiopia !
:-t.me/eahci"
2119,2024-05-27 10:34:01+00:00,-1001432982009,
2118,2024-05-27 10:34:01+00:00,-1001432982009,"#slightly_used_ultrasound_for_sale
💻Fx -100 =model , +Printer +one probe +vouchers 

💻Price -250 ,000(#Urgent)
📞0913421022(inbox)"
2117,2024-05-26 16:11:53+00:00,-1001432982009,"#Abdominal_Ultrasound_Training_▶️If you want to advance your career, here’s best opportunity of professional development  and how to pursue : One Radiologist for only five trainees ( this month )- Dont miss it!!!🥼
📞0965410000
📞0965412222
📞0941404444
📞0942404444

Click   t.me/eahci"
2116,2024-05-26 08:47:30+00:00,-1001432982009,"# ነቀምት , ደሴ እና ባህር ዳር #Ultrasound_Training-OB&G
#ግንቦት 25 /2016 ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-1. በተመረጡ ሆስፒታሎች
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
   📞 0965412222
   📞 0914711558  dessie
   📞0941404444
   📞0965410000
   📞 0941038774 Office    
   📞 0462124400 Office    
🏃For more info .follow us on telegram :-
t.me/eahci"
2115,2024-05-26 03:32:40+00:00,-1001432982009,"#የግርዛት_ስልጠና_Adama_ነገ_ይጀምራል_ይመዝገቡ💥#እንዳያመልጥዎ!
#Circumcision_Skill_Training_በቀለበትና_ያለቀለበት ➥  # ግንቦት_19  /2016  ይጀምራል።(15 CEU CPD & Skill)
🔶🔶🔶🔶🔶🔶🔶🔶🔶🔶
👉የግርዛት ክህሎት ስልጠና (በቀለበትና ያለቀለበት )
➩➩➩➩➩➩➩➩➩➩➩➩➩➩
 
    ☎️ 0965410000       Ekram 
    ☎️ 0942404444       Tinbit
    ☎️ 0941404444       Daye
    ☎️ 0965412222       Office 
    ☎️ 0462124400       Office

👉ማስታወሻ :-የሰልጣኞች ቁጥር 12 ብቻ መሆኑን እየገለፅን ቀድመው  የተመዘገቡ ብቻ የሚስተናገዱ መሆኑን እናሳውቃለን።
#We_are_the_only_accredited_centers_to_train_Circumcision_Course_in_Ethiopia !
:-t.me/eahci"
2113,2024-05-25 07:15:16+00:00,-1001432982009,
2112,2024-05-25 07:15:16+00:00,-1001432982009,"#ሀዋሳ_ነገ_ይጀምራል_#Ultrasoud_አሁን_ይመዝገቡ#CPD_ስልጠናን_ከምርጥ_ክህሎት_ጋር_ያስተሳስሩ )
#Hawassa  ግንቦት 18 /2016  ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
----------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 

📳Ekram       0965410000  
 📳Daye        0941404444
📱Tinbit        0942404444
 📳office        0965412222 
 📳 Office        0462124400
🏃For more info .follow us on telegram :-
t.me/eahci"
2111,2024-05-24 14:52:28+00:00,-1001432982009,
2110,2024-05-24 13:27:13+00:00,-1001432982009,"💥እሁድ ይጀምራል
#_CPD_
#ለሁሉም_ጤና_ባለሞያዎች_በሁሉም_ክልሎችና_ከተሞች ላላችሁ። ግንቦት 18 /2016 ጀምሮ ይሰጣል::
--------------------------------------
👉Syndromic Management of (STI)15CEU

📳0965410000 
📳0942404444
📳0965412222
📳0941404444
📳0462124400
    🚩Organized By-(Ethio-American CPD center & Health Consultancy.)
🏃We Are Committed To Excellence In Medical Trainings ❗
-join our telegram channel 
T.me/eahci"
2109,2024-05-24 09:23:38+00:00,-1001432982009,
2108,2024-05-24 09:23:38+00:00,-1001432982009,"ሀዋሳ 💥 እሁድ ይጀምራል እንዳያመልጥዎ
(#Ultrasound_Hawassa_)
#ግንቦት_18 /2016  ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
-----------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
#Call & Register 
📞Tinbit       0942404444

📞Ekram       0965410000  

 📞Daye        0941404444

📞Office          0965412222 
📞 Office        0462124400
🏃For more info .follow us on telegram :-
t.me/eahci"
2107,2024-05-24 08:10:21+00:00,-1001432982009,"💥 2 ቀን ቀረው እንዳያመልጥዎ!! 
#ሐዋሳ 
(#Ultrasound training _@Hawassa_)
#ግንቦት 18 /2016  ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
-----------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
#Call & Register 

📞office      0965412222

📞Daye      0941404444

📞Tinbit      0942404444 

📞Ekram        0965410000 

📞 Office        0462124400
🏃For more info .follow us on telegram :-
t.me/eahci"
2106,2024-05-23 14:00:52+00:00,-1001432982009,"#አራት_ የውጭ_ ሀገር_ምርጥ_የትምህርት_እድሎች!  

1. Schwarzman Scholarship Program In China 2025 (Fully Funded)
https://lnkd.in/dUXid7TP

2. University of New England Scholarship In Australia 2025 (Fully Funded)
https://lnkd.in/dmYqFG7M

3. Miami University Presidential Scholarships In USA 2025 (Fully Funded)
https://lnkd.in/d-qKHeDf

4. Harvard Radcliffe Institute Scholarships In USA 2025 (Fully Funded)
https://lnkd.in/dAkMCr-n"
2105,2024-05-23 13:11:10+00:00,-1001432982009,"#የግርዛት_ስልጠና_Adama💥
#Circumcision_Skill_Training_በቀለበትና_ያለቀለበት ➥  # ግንቦት_18  /2016  ይጀምራል።(15 CEU CPD & Skill)
🔶🔶🔶🔶🔶🔶🔶🔶🔶🔶
👉የግርዛት ክህሎት ስልጠና (በቀለበትና ያለቀለበት - Ring /Without Ring-cut ) ስልጠና 
➩➩➩➩➩➩➩➩➩➩➩➩➩➩
 
    📞 0965410000    Ekram 

    📞   0942404444    Tinbit

    📞0941404444    Daye

    📞  0965412222    Office 

    📞 0462124400    Office

👉ማስታወሻ :-የሰልጣኞች ቁጥር 12 ብቻ መሆኑን እየገለፅን ቀድመው  የተመዘገቡ ብቻ የሚስተናገዱ መሆኑን እናሳውቃለን።
#We_are_the_only_accredited_centers_to_train_Circumcision_Course_in_Ethiopia !
:-t.me/eahci"
2104,2024-05-23 12:58:32+00:00,-1001432982009,"💥Adama💥
#Basic_Obstetric_Ultrasound_Training

# ግንቦት 25 /2016  ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
----------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register

📳Ekram       0965410000  
📳Tinbit        0942404444
📳Daye          0941404444
📳office        0965412222 
📳 Office       0462124400
🏃For more info .follow us on telegram :-
t.me/eahci"
2102,2024-05-23 07:37:23+00:00,-1001432982009,"💥 2 ቀን ቀረው እንዳያመልጥዎ
(#Ultrasound_Hawassa_)
#ግንቦት_18 /2016  ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
-----------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
#Call & Register 
📞Daye      0941404444

📞Tinbit       0942404444

📞Ekram       0965410000  

📞Office          0965412222 
📞 Office        0462124400
🏃For more info .follow us on telegram :-
t.me/eahci"
