message_id,date,sender_id,message
1032,2024-05-07 14:23:24+00:00,-1001447066276,"💥የጀርባ ህመም

👉 የጀርባ ህመም ምንድን ነው? 

👉 እርስዎስ ጀርባዎትን ያሞታል? እንዴት የጀርባ ህመምን መቀነስ ይቻላል?

💥 የጤና ወግ ከዚህ ቀደም የጀርባ ህመም ላይ ያደረግነውን ውይይት አሁን በቴሌግራም ቻናላችን ላይ ያዳምጡ።

✨እንግዳችን:
           ዶ/ር እስክንድር ከበደ ታደሰ 


የጀርባ ህመም ምን እንደሆነ: መንስኤ: እንዴት መከላከል እና ማከም እንደሚቻል ለማወቅ ይህንን ውይይት እንጋብዝዎታለን።"
1031,2024-05-06 08:12:41+00:00,-1001447066276,"🫀ልብ እና ጉሮሮን ምን አገናኘው?🤔

❤️ሪዩማቲክ የልብ በሽታ በልብ ውስጥ ደምን ከአንዱ ክፍል ወደሌላው ለማሳለፍ የሚረዱ የልብ በሮች/ቫልቮችን የሚያጠቃ በሽታ ነው::

❤️ለሪዩማቲክ የልብ በሽታ የሚያጋልጡ ዋና  መንስኤዎች በጥቂቱ:-

     💧ዝቅተኛ የኑሮ ደረጃ
     💧 በሰው የተጨናነቀ ቤት ውስጥ   መኖር
     💧ተደጋጋሚ የጉሮሮ ህመም እና የቶንሲል መቆጣት

❤️ሪዩማቲክ የልብ በሽታ ምልክቶች እንዲሁም  ምርመራዎች ምንድ ናቸው?

 ❤️ሪዩማቲክ የልብ በሽታ  ከመከሰቱ በፊት መከላከል እንደሚቻል ምን ያህል ያውቃሉ?

💦 እነዚህን እና ሌሎች ጥያቄዎችን መልስ ለማግኘት 👉🏾እዚህ ይጫኑ።

💦 የቴሌግራም ቻናላችንን ለመቀላቀል 👉🏾 እዚህ ይጫኑ።"
1030,2024-05-01 17:29:59+00:00,-1001447066276,"On #MayDay, let's honor Ethiopia's healthcare professionals who give so much to us all. 
They deserve a living wage, fair working conditions, and access to basic needs like healthcare. 
Let's support our doctors, nurses, and all healthcare workers. 
It's time to take action. 
#WorkersDay #HealthcareHeroes"
1029,2024-04-30 04:24:58+00:00,-1001447066276,
1028,2024-04-30 04:24:58+00:00,-1001447066276,
1027,2024-04-30 04:24:57+00:00,-1001447066276,"🎗የአለም የክትባት ሳምንት በየአመቱ በፈረንጆቹ የሚያዚያ ወር የመጨረሻ ሳምንት ይከበራል።

🎗️  የዚህ አመት የአለም የክትባት ሳምንት  ""በሰዉ የሚቻል"" በሚል መሪ ቃል ተከብሮ ይውላል ።

🔵በክትባት መከላከል የሚቻሉ በሽታዎችን ለመቆጣጠር በ1974 አ.ም የተስፋፋው የክትባት ፕሮግራም በአለም የጤና ድርጅት ተጀምሯል፤ ኢትዮጵያም ከ1980 አ.ም ጀምሮ ይህን እየተገበረች ትገኛለች።

💥 ስለ ክትባት ዝርዝር መረጃዎች ለማግኘት እዚህ ይጫኑ
👉🏾 yetenaweg.com

💥የቴሌግራም ቻናላችንን ለመቀላቀል   👉🏾 እዚህ ይጫኑ።"
1026,2024-04-29 15:48:44+00:00,-1001447066276,"💥የቤተሰብ እቅድ

👉 የቤተሰብ እቅድ ምንድን ነው? 

👉 ስንት አይነት አማራጮች አሉ? ለናንተስ የትኛው ይሻላል?

💥 የጤና ወግ ከዚህ ቀደም በቤተሰብ እቅድ ላይ ያደረግነውን ውይይት አሁን በቴሌግራም ቻናላችን ላይ ያዳምጡ።

✨እንግዳችን:
           ዶ/ር ደምሳሽ ሀይሉ

የቤተሰብ እቅድ አገልግሎትና አጠቃቀም ላይ ያለዎትን ግንዛቤ ለማዳበር ይህንን ውይይት እንዲያዳምጡ እንጋብዝዎታለን።"
1025,2024-04-28 16:55:17+00:00,-1001447066276,
1024,2024-04-28 15:03:37+00:00,-1001447066276,ተጀምራል!!!
1023,2024-04-28 14:59:39+00:00,-1001447066276,
1022,2024-04-26 19:00:53+00:00,-1001447066276,በዚህ ሳምንት ያሉን ዝግጅቶች
1021,2024-04-24 00:33:53+00:00,-1001447066276,ጥያቄያችሁን ላኩልን
1020,2024-04-24 00:33:10+00:00,-1001447066276,
1019,2024-04-24 00:33:10+00:00,-1001447066276,"📌ስለ ጀርባ ህመም ማወቅ ይፈልጋሉ?

🔴በዚህ እሁድ የቴሌግራም ቀጥታ ስርጭታችንን ይቀላቀሉ!

💥የጀርባ ህመም ብዙ መንስኤዎች ሊኖሩት ይችላል።የአኗኗር ዘይቤዎች እንደ ውፍረት፣ መጥፎ አቀማመጥ እና ከባድ ዕቃዎችን በተሳሳተ መንገድ ማንሳት ለጀርባ ህመም አስተዋጽኦ ያደርጋሉ ።

👉ስለ ጀርባ ህመም መንስኤዎች 
👉ስለ መከላከያ መንገዶቹ እና
👉ስለ ህክምናዎቹ እንወያያለን

እንግዳችን:
🗣 ዶ/ር እስክንድር ከበደ ታደሰ (የአጥንት ህክምና ስፔሻሊስት፣ የአከርካሪ ህክምና ሰብስፔሻሊስት)

🗓እሁድ ሚያዚያ 20 2016

⏰ከምሽቱ 12 ሰዓት ጀምሮ 

        💥እንዳያመልጥዎ!💥

🔗ጥያቄዎቻችሁን በውይይት ቻናላችን ያስተላልፉ👇👇👇👇👇👇
https://t.me/+dl4juoncBxMyODVh

✨ውይይቱን ለመቀላቀል እዚህ ይጫኑ።
👉https://t.me/yetenaweg?livestream"
1018,2024-04-23 03:53:06+00:00,-1001447066276,"💥የቤተሰብ እቅድ

👉 የቤተሰብ እቅድ ምንድን ነው? 

👉 ስንት አይነት አማራጮች አሉ? ለናንተስ የትኛው ይሻላል?

💥 የጤና ወግ ከዚህ ቀደም በቤተሰብ እቅድ ላይ ያደረግነውን ውይይት አሁን በቴሌግራም ቻናላችን ላይ ያዳምጡ።

✨እንግዳችን:
           ዶ/ር ደምሳሽ ሀይሉ

የቤተሰብ እቅድ አገልግሎትና አጠቃቀም ላይ ያለዎትን ግንዛቤ ለማዳበር ይህንን ውይይት እንጋብዝዎታለን።"
1017,2024-04-22 05:48:21+00:00,-1001447066276,"📌ስለ ሪህ ምን ያህል ያውቃሉ?

📜ሪህ በመገጣጠሚያዎች ላይ ህመም እና እብጠት ሊያስከትል የሚችል የአርትራይተስ አይነት ነው። 

📜ለሪህ አጋላጭ የሆኑ ምክንያቶች በጥቂቱ:-
      🔸ከመጠን ያለፈ ውፍረት
      🔸ከፍተኛ የደም ግፊት
      🔸ሥር የሰደደ የኩላሊት በሽታ
      🔸ከመጠን በላይ የአልኮል መጠጥ
      🔸ከፍተኛ የፕሮቲን  መጠን ያላቸውን             ምግቦች  አብዝቶ መመገብ።

🔖የሪህ በሽታ ምልክቶች ምን ይመስላሉ?
🔖የሪህ በሽታ ውስብስብ ውጤቶችስ?
🔖ሪህ እንዴት ይታከማል?

✨ እነዚህን እና ሌሎች ጥያቄዎችን መልስ ለማግኘት 👉🏾 https://yetenaweg.com/%e1%88%b5%e1%88%88-%e1%88%aa%e1%88%85-%e1%89%a0%e1%88%bd%e1%89%b3-gout-%e1%88%9d%e1%8a%95-%e1%8b%ab%e1%88%85%e1%88%8d-%e1%8b%ab%e1%8b%8d%e1%89%83%e1%88%89/"
1016,2024-04-21 17:28:33+00:00,-1001447066276,
1015,2024-04-21 17:20:42+00:00,-1001447066276,
1014,2024-04-21 15:49:28+00:00,-1001447066276,"ስለ የመማር ክህሎት እክል ጥያቄ ካላችሁ 

የቀጥታ ውይይት ከባለሙያዎች ጋር 👇🏿

@YetenaW 
#Telegramlive 

https://t.me/yetenaweg?livestream=bba13fc35a5e79cc84"
1013,2024-04-21 15:06:54+00:00,-1001447066276,ተጀምራል!!!
1012,2024-04-21 14:53:51+00:00,-1001447066276,
1011,2024-04-21 14:34:59+00:00,-1001447066276,"ውይይታችን ከ30 ደቂቃ በኋላ ይጀመራል
ከእንግዶቻችን ጋር የመማር እክል ምን እንደሆነ፣መፍትሄውስ እና  የወላጆችን ሚና እንወያያለን።
እንዳያመልጥዎ! 

https://t.me/yetenaweg?livestream"
1010,2024-04-20 07:40:15+00:00,-1001447066276,
1009,2024-04-20 07:40:15+00:00,-1001447066276,"Weekend with Yetena Weg! 🌟

Join us for two informative sessions


CME - ""CARE OF SURVIVORS OF SEXUAL ASSAULT ""

🕔 Time: 5:00 PM EAT
📆 Date: Saturday APRIL 20 

🔗 https://us02web.zoom.us/webinar/register/WN_Ku-L9n3kSKWXB8MUSY6zEg

 

Telegram Live  - ""ስለ የመማር ክህሎት እክል""

🗓እሁድ ሚያዚያ 13 2016

⏰ከምሽቱ 12 ሰዓት (በኢትዮጵያ)

💥ውይይቱን ለመቀላቀል እዚህ ይጫኑ 
👇👇👇👇👇👇👇👇
https://t.me/yetenaweg?livestream

Let's come together and learn. 

Don't miss out on the opportunity to gain valuable insights and advice —mark your calendars and invite your community!"
1008,2024-04-18 07:12:06+00:00,-1001447066276,"📚የጤና ወግ በዚህ እሁድ በቴሌግራም ቀጥታ ስርጭት ✨የመማር እክል✨ በሚል ርዕስ በምናደርገው ውይይት ይቀላቀሉን።

🗣እንግዶቻችን:
👉ተባባሪ ኘሮፌሰር አበባየሁ መሰለ (የፋና የተግባቦት እና የመሰረታዊ ትምህርት  ድጋፍ መስጫ  የበጎ አድራጎት ማህበር መስራች እና ስራ አስኪያጅ) 

👉አቶ ያፌት ከፈለኝ (የአብርሆት ሳይኮቴራፒ ማዕከል መስራች)

📒የመማር እክሎች የማሰብ ችሎታ ወይም ጥረት ማነስን የሚያመለክቱ አይደሉም።

የበለጠ ለመረዳት ውይይቱን በቀጥታ ይከታተሉ! 

🗓እሁድ ሚያዚያ 13 2016

⏰ከምሽቱ 12 ሰዓት (በኢትዮጵያ)

💥ውይይቱን ለመቀላቀል እዚህ ይጫኑ 
👇👇👇👇👇👇👇👇
https://t.me/yetenaweg?livestream

👉የውይይት ቻናላችንን ለመቀላቀል እዚህ ይጫኑ: https://t.me/+dl4juoncBxMyODVh"
1007,2024-04-17 15:46:00+00:00,-1001447066276,
1006,2024-04-15 14:04:07+00:00,-1001447066276,
1005,2024-04-15 14:04:07+00:00,-1001447066276,
1004,2024-04-15 14:04:06+00:00,-1001447066276,"👉የቤተሰብ እቅድ ግለሰቦችና ጥንዶች የሚፈለጉትን የልጆች ቁጥር እንዲሁም የሚወልዱበትን ጊዜ ለመወሰን የሚያስችል መንገድ ነው ።

👉እርግዝናን መከላከል በፈቃደኝነት የሚደረግ ሲሆን ውጤታማ እና በቀላሉ ጥቅም ላይ የሚውሉ የተለያዩ ዘዴዎችን በመጠቀም እርግዝናን ለማዘግየት ወይም ሙሉ ለሙሉ ለማስቀረት ይጠቅማል፡፡

👉ስለእርግዝና መከላከያዎች የበለጠ መረጃ ለማግኘት ይህንን ፅሁፍ ያንብቡ።👇

https://yetenaweg.com/%e1%8b%a8%e1%89%a4%e1%89%b0%e1%88%b0%e1%89%a5-%e1%8a%a5%e1%89%85%e1%8b%b5-%e1%8a%a5%e1%8a%93-%e1%8b%a8%e1%8b%88%e1%88%8a%e1%8b%b5-%e1%88%98%e1%8a%a8%e1%88%8b%e1%8a%a8%e1%8b%ab-%e1%88%9d%e1%88%ad/"
1003,2024-04-14 19:34:40+00:00,-1001447066276,
1002,2024-04-14 16:26:43+00:00,-1001447066276,
1001,2024-04-14 15:09:40+00:00,-1001447066276,ጀምሯል !!!
1000,2024-04-14 15:01:22+00:00,-1001447066276,
999,2024-04-14 14:47:54+00:00,-1001447066276,
998,2024-04-14 14:47:34+00:00,-1001447066276,
997,2024-04-14 14:47:02+00:00,-1001447066276,
996,2024-04-13 06:03:24+00:00,-1001447066276,
995,2024-04-13 06:03:23+00:00,-1001447066276,"Weekend with Yetena Weg! 🌟

Join us for two incredible sessions

Hybrid CME - ""ADVANCING CARDIAC CARE IN ETHIOPIA""
🕔 Time: 3:00 PM EAT
📆 Date: Saturday APRIL 13
🔗 https://us02web.zoom.us/webinar/register/WN_m5CUklXoR6umgPPuVLBZTg

 

Telegram Live  - ""ስለ የቤተሰብ እቅድ እንወያይ""
🕕 ከምሽቱ 12 ሰዓት (በኢትዮጵያ)
📆 እሁድ ሚያዝያ 6 2016

🔗 ውይይቱን ለመቀላቀል እዚህ ይጫኑ 

https://t.me/yetenaweg?livestream

Let's come together and learn. 

Don't miss out on the opportunity to gain valuable insights and advice —mark your calendars and invite your community!"
994,2024-04-11 06:33:45+00:00,-1001447066276,"⚡️በዚህ እሁድ የቴሌግራም ቀጥታ ስርጭት ውይይታችንን ይቀላቀሉ።

ርዕሳችን: የቤተሰብ እቅድ

🤰🤰የዓለም ጤና ድርጅት (WHO) እንደሚገልጸው የቤተሰብ እቅድ ግለሰቦችና ጥንዶች የሚፈለጉትን የልጆች ቁጥር እንዲሁም የሚወልዱበትን ጊዜ ለመወሰን የሚያስችል መንገድ ነው ። ይህን ማድረግ የሚቻለው የወሊድ መከላከያ ዘዴዎችን በመጠቀምና መካንነትን በማከም ነው።

🗣እንግዳችን:
ዶ/ር ደመላሽ ሀይሉ (የማህፀን እና ፅንስ ስፔሻሊስት፣ የቤተሰብ እቅድ እና የስነ ተዋልዶ ፌሎ) 

🗓እሁድ ሚያዚያ 6 2016

⏰ከምሽቱ 12 ሰዓት (በኢትዮጵያ)

❓ጥያቄዎቻቹን ይላኩልን ወይም በቀጥታ መጥተው ይጠይቁ

💥ውይይቱን ለመቀላቀል እዚህ ይጫኑ 
👇👇👇👇👇👇👇👇
https://t.me/yetenaweg?livestream

👉ለበለጠ መረጃ እዚህ ይጫኑ: https://t.me/+dl4juoncBxMyODVh"
993,2024-04-10 06:01:43+00:00,-1001447066276,
992,2024-04-03 13:29:29+00:00,-1001447066276,"የጤና ወግ በማህበራዊ ሚዲያዎች ላይ በተደረገ የገንዘብ ማሰባሰብ ባገኘው ድጋፍ ሐዋሣ ለሚገኘው ብራይት ኦቲዝም ሴንተር 10 የሚሆኑ ኦቲዝም ላለባቸው ህፃናት መርጃ የሚሆኑ የጆሮ ማዳመጫዎችን (noise-cancelling headphones) አበርክቷል።

ይህ 3ኛ ዙር ልገሣችን ሲሆን፣ እውን እንዲሆን ላደረጉት አስተዋጽዖ እያመስገንን ከዚህ በመቀጠል ለሚኖሩን እንቅስቃሴዎች አብረውን እንደሚሆኑ ተስፋ እናደርጋለን። 💛"
991,2024-04-02 14:51:46+00:00,-1001447066276,"💥የኦቲዝም ስፔክትረም ዲስኦርደር

👉 ኦቲዝም ምንድን ነው? 

👉 ምልክቶቹስ ምንድን ናቸው?

💥 የጤና ወግ ከዚህ ቀደም  በኦቲዝም ስፔክትረም ዲስኦርደር ላይ ያደረግነውን ውይይት አሁን በቴሌግራም ቻናላችን ላይ ያዳምጡ።

✨እንግዶቻችን:
           አቶ በረከት አድማሱ  
           ወ/ሮ የአለምእሸትን እና
           ዶ/ር ዮናስ ባህረጥበብ
የዘንድሮ የኦቲዝም ግንዛቤ ቀን መጋቢት 24 ቀን ""ኦቲስቲክ ድምፆችን እናጉላ"" በሚል መሪ ቃል ተከብሮ ይውላል።

ያለዎትን ግንዛቤ በማዳበር ፣ አካታችነትን በማስፈን እና ኦቲስቲክ ድምፆችን በማጉላት ኦቲዝምን እንደገደብ ሳይሆን ለሰው ልጆች ውብና ልዩ የሆነ ስብጥር ምክኒያት አድርገው እንዲወስዱ እንጋብዝዎታለን።"
990,2024-04-02 07:03:27+00:00,-1001447066276,
989,2024-04-02 07:03:26+00:00,-1001447066276,
988,2024-04-02 07:03:26+00:00,-1001447066276,
987,2024-04-02 07:03:25+00:00,-1001447066276,"🟢የአለም የኦቲዝም  ግንዛቤ ቀን በየአመቱ በመጋቢት 24 ቀን እንደሚከበር ያውቁ ኖሯል?

📍ስለ ኦቲዝም ምን ያህል ያውቃሉ ?

🟡እነዚን ወገኖቻችንን ለመርዳት ምን እናድርግ?

💫እነዚኽን እና ሌሎች መረጃዎችን ለማግኘት:የቴሌግራም ቻናላችንን ይቀላቀሉ
   👉🏻 እዚህ ይጫኑ።

💫ለበለጠ መረጃ: yetenaweg.com 

 #WorldAutismDay
#Empoweringautisticvoices
#AutismAcceptance"
986,2024-04-01 22:43:13+00:00,-1001447066276,"👆🏾🌟#የጤናወግ  የቴሌግራም ውይይት 
 🎙️🎛️  የተቀረፀ 

❓ስለ ጨጓራ ህመም ማወቅ ይፈልጋሉ?

❓ስለ መንስኤዎቹ እና ስለ ምልክቶቹ ያውቃሉ?

እንግዳችን:
🗣️ ዶ/ር መሳይ ሃ/ማርያም ( በሃወርድ ዩኒቨርሲቲ ሆስፒታል የጨጓራ አንጀት እና የጉበት ህክምና  ስፔሻሊስት) "
985,2024-04-01 22:43:07+00:00,-1001447066276,
984,2024-03-31 16:38:15+00:00,-1001447066276,
983,2024-03-31 15:08:18+00:00,-1001447066276,ጀምሯል !!!
982,2024-03-31 14:56:18+00:00,-1001447066276,
981,2024-03-31 14:33:21+00:00,-1001447066276,🔔 ከተወሰኑ ደቂቃዎች በሗላ ውይይታችን ይጀመራል!!!!
980,2024-03-30 04:25:22+00:00,-1001447066276,
979,2024-03-30 04:25:22+00:00,-1001447066276,
